dataset	column	value	description	is_missing_value	standardized_term	standardized_label
ds000113	listen_preference3_duration	5				
ds000113	listen_preference3_duration	7				
ds000113	background_preference2_duration	3				
ds000113	background_preference2_duration	2				
ds000113	background_preference2_duration	n/a		True		
ds000113	background_preference2_duration	6				
ds000113	background_preference2_duration	2.6				
ds000113	background_preference2_duration	0.5				
ds000113	background_preference2_duration	10				
ds000113	background_preference2_duration	20				
ds000113	background_preference2_duration	5				
ds000113	background_preference3_duration	n/a		True		
ds000113	background_preference3_duration	1				
ds000113	background_preference3_duration	3				
ds000113	background_preference3_duration	2.6				
ds000113	background_preference3_duration	0.5				
ds000113	background_preference3_duration	50				
ds000113	background_preference3_duration	5				
ds000113	background_preference3_duration	2				
ds000113	concert_preference1_duration	n/a		True		
ds000113	concert_preference1_duration	5/year				
ds000113	concert_preference1_duration	12/year				
ds000113	concert_preference1_duration	2-3/year				
ds000113	concert_preference1_duration	1-2h/week				
ds000113	concert_preference1_duration	5h/week				
ds000113	concert_preference1_duration	2/year				
ds000113	concert_preference1_duration	1/year				
ds000113	concert_preference1_duration	4-6/year				
ds000113	concert_preference1_duration	2-4/year				
ds000113	concert_preference2_genre	n/a		True		
ds000113	concert_preference2_genre	Classical				
ds000113	concert_preference2_genre	Techno/Electro				
ds000113	concert_preference2_genre	Metal				
ds000113	concert_preference2_genre	Darkwave Gothik				
ds000113	concert_preference2_genre	Electro				
ds000113	concert_preference2_genre	Trance				
ds000113	concert_preference2_genre	Rock				
ds000113	concert_preference2_genre	EBM				
ds000113	concert_preference2_genre	Alternative				
ds000113	concert_preference2_duration	n/a		True		
ds000113	concert_preference2_duration	1-2/year				
ds000113	concert_preference2_duration	4-6/year				
ds000113	concert_preference2_duration	3-4/year				
ds000113	concert_preference2_duration	3h/week				
ds000113	concert_preference2_duration	2-4/year				
ds000113	concert_preference3_genre	n/a		True		
ds000113	concert_preference3_genre	Electro				
ds000113	concert_preference3_genre	Irish Folk				
ds000113	concert_preference3_genre	Rock+Pop				
ds000113	concert_preference3_genre	Klassik				
ds000113	concert_preference3_genre	Industrial				
ds000113	concert_preference3_genre	Indie				
ds000113	concert_preference3_duration	n/a		True		
ds000113	concert_preference3_duration	7h/week				
ds000113	concert_preference3_duration	2-4/year				
ds000113	musician	n				
ds000113	musician	y				
ds000113	musician	n/a		True		
ds000113	music_lover	y				
ds000113	music_lover	n/a		True		
ds000113	music_lover	n				
ds000113	musician_style1	n/a		True		
ds000113	musician_style1	Jazz				
ds000113	musician_style1	Classical				
ds000113	musician_style1	Rock				
ds000113	musician_style1	Folk				
ds000113	musician_style1	Metal				
ds000113	musician_style1	Pop				
ds000113	musician_style2	n/a		True		
ds000113	musician_style2	Classical				
ds000113	musician_style2	Folk				
ds000113	musician_style2	Metal				
ds000113	musician_style2	Traditionals				
ds000113	musician_style2	Rock				
ds000113	musician_style3	n/a		True		
ds000113	musician_style3	Film score				
ds000113	musician_style3	Blues				
ds000113	musician_style3	Classical				
ds000113	musician_style3	Folk				
ds000113	musician_instruments	n/a		True		
ds000113	musician_instruments	clarinet; bass clarinet; piano				
ds000113	musician_instruments	keyboard				
ds000113	musician_instruments	guitar				
ds000113	musician_instruments	guitar; keyboard				
ds000113	musician_instruments	recorder; transverse flute				
ds000113	musician_instruments	guitar, bass guitar				
ds000113	musician_instruments	accordion; keyboard				
ds000113	musician_improv	n/a		True		
ds000113	musician_improv	y				
ds000113	musician_improv	n				
ds000113	musician_improv_style	n/a		True		
ds000113	musician_improv_style	Jazz				
ds000113	musician_improv_style	Rock/Blues				
ds000113	musician_improv_style	n				
ds000113	musician_conductor	n/a		True		
ds000113	musician_conductor	y				
ds000113	musician_conductor	n				
ds000113	musician_other_activities	n/a		True		
ds000113	musician_other_activities	Djing				
ds000113	musician_other_activities	vocalist				
ds000113	musician_other_activities	jamming				
ds000113	musician_act1	n/a		True		
ds000113	musician_act1	piano				
ds000113	musician_act1	keyboard				
ds000113	musician_act1	guitar				
ds000113	musician_act1	recorder				
ds000113	musician_act1	vocalist				
ds000113	musician_act1	melodica				
ds000113	musician_act1_duration	n/a		True		
ds000113	musician_act1_duration	30				
ds000113	musician_act1_duration	25				
ds000113	musician_act1_duration	20				
ds000113	musician_act1_duration	3				
ds000113	musician_act1_duration	8				
ds000113	musician_act1_duration	24				
ds000113	musician_act1_duration	6				
ds000113	musician_act1_duration	10				
ds000113	musician_act1_startage	n/a		True		
ds000113	musician_act1_startage	7				
ds000113	musician_act1_startage	10				
ds000113	musician_act1_startage	16				
ds000113	musician_act1_startage	6				
ds000113	musician_act1_startage	28				
ds000113	musician_act1_startage	11				
ds000113	musician_act1_startage	23				
ds000113	musician_act1_endage	n/a		True		
ds000113	musician_act1_endage	8				
ds000113	musician_act1_endage	19				
ds000113	musician_act1_endage	ongoing				
ds000113	musician_act1_endage	12				
ds000113	musician_act1_endage	10				
ds000113	musician_act1_endage	16				
ds000113	musician_act1_endage	25				
ds000113	musician_act2	n/a		True		
ds000113	musician_act2	clarinet				
ds000113	musician_act2	DJ				
ds000113	musician_act2	guitar (band)				
ds000113	musician_act2	transverse flute				
ds000113	musician_act2	jamming				
ds000113	musician_act2	keyboard				
ds000113	musician_act2	accordion				
ds000113	musician_act2_duration	n/a		True		
ds000113	musician_act2_duration	40				
ds000113	musician_act2_duration	30				
ds000113	musician_act2_duration	15				
ds000113	musician_act2_duration	8				
ds000113	musician_act2_duration	3				
ds000113	musician_act2_duration	6				
ds000113	musician_act2_startage	n/a		True		
ds000113	musician_act2_startage	11				
ds000113	musician_act2_startage	18				
ds000113	musician_act2_startage	10				
ds000113	musician_act2_startage	9				
ds000113	musician_act2_startage	19				
ds000113	musician_act2_startage	15				
ds000113	musician_act2_startage	8				
ds000113	musician_act2_endage	n/a		True		
ds000113	musician_act2_endage	ongoing				
ds000113	musician_act2_endage	26				
ds000113	musician_act2_endage	22				
ds000113	musician_act2_endage	13				
ds000113	musician_act2_endage	10				
ds000113	musician_act2_endage	16				
ds000113	musician_act2_endage	18				
ds000113	musician_act3	n/a		True		
ds000113	musician_act3	bass clarinet				
ds000113	musician_act3	vocalist				
ds000113	musician_act3	guitar				
ds000113	musician_act3_duration	n/a		True		
ds000113	musician_act3_duration	20				
ds000113	musician_act3_duration	11				
ds000113	musician_act3_duration	6				
ds000113	musician_act3_startage	n/a		True		
ds000113	musician_act3_startage	14				
ds000113	musician_act3_startage	6				
ds000113	musician_act3_startage	16				
ds000113	musician_act3_endage	n/a		True		
ds000113	musician_act3_endage	18				
ds000113	musician_act3_endage	13				
ds000113	musician_act3_endage	17				
ds000113	forrest_seen	y				
ds000113	forrest_seen	n				
ds000113	forrest_seen	n/a		True		
ds000113	forrest_seen_count	5				
ds000113	forrest_seen_count	6				
ds000113	forrest_seen_count	n/a		True		
ds000113	forrest_seen_count	0				
ds000113	forrest_seen_count	2				
ds000113	forrest_seen_count	12				
ds000113	forrest_seen_count	3				
ds000113	forrest_seen_count	1				
ds000113	forrest_seen_count	4				
ds000113	forrest_seen_count	10				
ds000113	forrest_seen_languages	german; english				
ds000113	forrest_seen_languages	n/a		True		
ds000113	forrest_seen_languages	german				
ds000113	forrest_seen_languages	english				
ds000113	forrest_seen_languages	german;english				
ds000113	forrest_ad_known	n				
ds000113	forrest_ad_known	y				
ds000113	forrest_ad_known	n/a		True		
ds000113	forrest_ad_rating	2				
ds000113	forrest_ad_rating	4				
ds000113	forrest_ad_rating	3				
ds000113	forrest_ad_rating	n/a		True		
ds000113	forrest_ad_storydepth	3				
ds000113	forrest_ad_storydepth	4				
ds000113	forrest_ad_storydepth	n/a		True		
ds000113	forrest_ad_fatigue	2				
ds000113	forrest_ad_fatigue	1				
ds000113	forrest_ad_fatigue	3				
ds000113	forrest_ad_fatigue	n/a		True		
ds000113	forrest_ad_fatigue	4				
ds000113	forrest_ad_feeling	3				
ds000113	forrest_ad_feeling	4				
ds000113	forrest_ad_feeling	n/a		True		
ds000113	forrest_ad_feeling	2				
ds000113	audioq1	2				
ds000113	audioq1	4				
ds000113	audioq1	3				
ds000113	audioq1	n/a		True		
ds000113	audioq2	2				
ds000113	audioq2	4				
ds000113	audioq2	3				
ds000113	audioq2	n/a		True		
ds000113	audioq3	1				
ds000113	audioq3	4				
ds000113	audioq3	3				
ds000113	audioq3	2				
ds000113	audioq3	n/a		True		
ds000113	audioq4	1				
ds000113	audioq4	3				
ds000113	audioq4	4				
ds000113	audioq4	2				
ds000113	audioq4	n/a		True		
ds000113	audioq5	3				
ds000113	audioq5	4				
ds000113	audioq5	n/a		True		
ds000113	audioq6	3				
ds000113	audioq6	4				
ds000113	audioq6	n/a		True		
ds000113	audioq7	2				
ds000113	audioq7	3				
ds000113	audioq7	4				
ds000113	audioq7	n/a		True		
ds000113	audioq8	2				
ds000113	audioq8	3				
ds000113	audioq8	4				
ds000113	audioq8	n/a		True		
ds000113	vision_problems_current	n				
ds000113	vision_problems_current	n/a		True		
ds000113	vision_problems_past	n				
ds000113	vision_problems_past	n/a		True		
ds000113	vision_problems_past	y				
ds004603	sex	Male			snomed:248153007	Male
ds004603	sex	Female			snomed:248152002	Female
ds004603	hand	Right				
ds004603	hand	Left				
ds004603	comments	N/A		True		
ds004603	comments	Disk ran out of space during 8th block				
ds004603	comments	Reportedly a bit tired				
ds004603	comments	Wet electrode cap				
ds004603	comments	Has ADHD				
ds004603	comments	"Was reportedly ""seeing double"" at times"				
ds004603	comments	Quite bad signal to noise for some electrodes				
ds004603	comments	ADHD and dyselxia				
ds005479	age	23				
ds005479	age	25				
ds005479	age	21				
ds005479	age	26				
ds005479	age	20				
ds005479	age	24				
ds005479	age	27				
ds005479	age	28				
ds005479	age	30				
ds005479	SPSRQ_SR	6				
ds005479	SPSRQ_SR	4				
ds005479	SPSRQ_SR	2				
ds005479	SPSRQ_SR	5				
ds005479	SPSRQ_SR	3				
ds005479	SPSRQ_SR	7				
ds005479	SPSRQ_SR	8				
ds005479	NEO_FFI_neuroticism_stens	10				
ds005479	NEO_FFI_neuroticism_stens	8				
ds005479	NEO_FFI_neuroticism_stens	5				
ds005479	NEO_FFI_neuroticism_stens	9				
ds005479	NEO_FFI_neuroticism_stens	7				
ds005479	NEO_FFI_neuroticism_stens	6				
ds005479	NEO_FFI_neuroticism_stens	4				
ds005479	NEO_FFI_neuroticism_stens	3				
ds005479	NEO_FFI_openness_stens	7				
ds005479	NEO_FFI_openness_stens	4				
ds005479	NEO_FFI_openness_stens	5				
ds005479	NEO_FFI_openness_stens	9				
ds005479	NEO_FFI_openness_stens	3				
ds005479	NEO_FFI_openness_stens	8				
ds005479	NEO_FFI_openness_stens	6				
ds005479	NEO_FFI_openness_stens	1				
ds005479	BAS_fun	11				
ds005479	BAS_fun	8				
ds005479	BAS_fun	12				
ds005479	BAS_fun	10				
ds005479	BAS_fun	9				
ds005479	BAS_fun	7				
ds005479	BAS_fun	13				
ds005479	BAS_fun	14				
ds005420	age	n/a		True		
ds005420	sex	None				
ds005420	hand	n/a		True		
ds005420	weight	n/a		True		
ds005420	height	n/a		True		
ds006568	sex	F			snomed:248152002	Female
ds006568	sex	M			snomed:248153007	Male
ds006568	sex	n/a		True		
ds006568	group	control				
ds003830	breed-phenotype	Beagle				
ds003830	breed-phenotype	Border Colli control				
ds003830	breed-phenotype	GSS control				
ds003830	breed-phenotype	Boder Collie Epilepsy				
ds003830	breed-phenotype	GSS Epilepsy				
ds003830	gender 	female				
ds003830	gender 	male				
ds003830	gender 	male (castrated)				
ds003830	gender 	female (spayed)				
ds003830	gender 	male 				
ds003830	postictal agression	n/a		True		
ds003830	postictal agression	yes				
ds003830	interictal behavioural changes	n/a		True		
ds003830	interictal behavioural changes	anxiety 				
ds003830	interictal behavioural changes	yes				
ds003830	interictal behavioural changes	seperation anxiety 				
ds003830	interictal behavioural changes	anxiety				
ds003830	cluster-seizures before MRI	n/a		True		
ds003830	cluster-seizures before MRI	yes				
ds003830	cluster-seizures before MRI	no				
ds003830	Status Epileptikus before MRI	n/a		True		
ds003830	Status Epileptikus before MRI	no				
ds003830	Status Epileptikus before MRI	yes				
ds006374	age	n/a		True		
ds006374	sex	n/a		True		
ds006374	hand	n/a		True		
ds004557	session_id	ses-1				
ds004557	age	38				
ds004557	age	33				
ds004557	age	21				
ds004557	age	22				
ds004557	age	24				
ds004557	age	34				
ds004557	age	25				
ds004557	age	20				
ds004557	age	23				
ds004557	age	31				
ds004557	age	19				
ds004557	age	35				
ds004557	age	27				
ds004557	age	26				
ds004557	age	32				
ds004557	sex	M			snomed:248153007	Male
ds004557	sex	F			snomed:248152002	Female
ds004557	size	1.87				
ds004557	size	1.86				
ds004557	size	1.69				
ds004557	size	1.65				
ds004557	size	1.8				
ds004557	size	1.75				
ds004557	size	1.77				
ds004557	size	1.63				
ds004557	size	1.68				
ds004557	size	1.66				
ds004557	size	1.7				
ds004557	size	1.74				
ds004557	size	1.96				
ds004557	size	1.83				
ds004557	size	1.91				
ds004557	size	1.78				
ds004557	size	1.84				
ds004557	size	1.76				
ds004557	size	1.85				
ds004557	size	1.9				
ds004557	size	1.54				
ds004557	size	1.59				
ds004557	weight	88				
ds004557	weight	76				
ds004557	weight	59				
ds004557	weight	60				
ds004557	weight	70				
ds004557	weight	63				
ds004557	weight	67				
ds004557	weight	55				
ds004557	weight	53				
ds004557	weight	65				
ds004557	weight	50				
ds004557	weight	86				
ds004557	weight	72				
ds004557	weight	93				
ds004557	weight	74				
ds004557	weight	80				
ds004557	weight	100				
ds004557	weight	78				
ds004557	weight	91				
ds004557	weight	85				
ds004557	weight	71				
ds004557	weight	73				
ds004557	weight	83				
ds004557	weight	69				
ds001618	sex	M			snomed:248153007	Male
ds001618	sex	F			snomed:248152002	Female
ds001417	sex	F			snomed:248152002	Female
ds001417	sex	M			snomed:248153007	Male
ds001417	follow_up	0				
ds001417	follow_up	1				
ds001417	included_probe_after	1				
ds001417	included_probe_after	0				
ds001417	included_probe_follow_up	0				
ds001417	included_probe_follow_up	1				
ds007275	sex	male			snomed:248153007	Male
ds007275	sex	female			snomed:248152002	Female
ds007275	age	18				
ds007275	age	22				
ds007275	age	21				
ds007275	age	19				
ds007275	age	24				
ds007275	age	20				
ds007275	age	25				
ds007275	age	23				
ds007275	education	12				
ds007275	education	15				
ds007275	education	14				
ds007275	education	13				
ds007275	education	17				
ds007275	education	16				
ds007275	education	19				
ds007275	education	18				
ds007275	handedness	R				
ds007275	NonWord_span	7.0				
ds007275	NonWord_span	8.0				
ds007275	NonWord_span	6.0				
ds007275	NonWord_span	5.0				
ds007275	NonWord_span	9.0				
ds007275	NonWord_span			True		
ds007275	GRO_score_SES02	2.0				
ds007275	GRO_score_SES02	6.0				
ds007275	GRO_score_SES02	5.0				
ds007275	GRO_score_SES02	3.0				
ds007275	GRO_score_SES02	0.0				
ds007275	GRO_score_SES02	8.0				
ds007275	GRO_score_SES02	7.0				
ds007275	GRO_score_SES02	10.0				
ds007275	GRO_score_SES02	4.0				
ds007275	GRO_score_SES02			True		
ds000214	sex	F			snomed:248152002	Female
ds000214	sex	M			snomed:248153007	Male
ds000214	group	Control	Healthy volunteer			
ds000214	group	Patient	Person with emotionally unstable personality disorder (borderline type)			
ds000214	hand	L				
ds000214	hand	R				
ds000214	YMRS	0				
ds000214	YMRS	2				
ds000214	YMRS	6				
ds000214	YMRS	11				
ds000214	YMRS	3				
ds000214	YMRS	8				
ds000214	YMRS	5				
ds000214	YMRS	1				
ds000214	Zanarini-1	0	No symptoms			
ds000214	Zanarini-1	3	Serious symptoms			
ds000214	Zanarini-1	1	Mild symptoms			
ds000214	Zanarini-1	2	Moderate symptoms			
ds000214	Zanarini-2	0	No symptoms			
ds000214	Zanarini-2	4	Severe symptoms			
ds000214	Zanarini-2	1	Mild symptoms			
ds000214	Zanarini-2	3	Serious symptoms			
ds000214	Zanarini-2	2	Moderate symptoms			
ds000214	Zanarini-3	0	No symptoms			
ds000214	Zanarini-3	4	Severe symptoms			
ds000214	Zanarini-3	3	Serious symptoms			
ds000214	Zanarini-3	1	Mild symptoms			
ds000214	Zanarini-3	2	Moderate symptoms			
ds000214	Zanarini-4	0	No symptoms			
ds000214	Zanarini-4	3	Serious symptoms			
ds000214	Zanarini-4	2	Moderate symptoms			
ds000214	Zanarini-4	4	Severe symptoms			
ds000214	Zanarini-4	1	Mild symptoms			
ds000214	Zanarini-5	0	No symptoms			
ds000214	Zanarini-5	3	Serious symptoms			
ds000214	Zanarini-5	1	Mild symptoms			
ds000214	Zanarini-5	2	Moderate symptoms			
ds000214	Zanarini-5	4	Severe symptoms			
ds000214	Zanarini-6	0	No symptoms			
ds000214	Zanarini-6	3	Serious symptoms			
ds000214	Zanarini-6	2	Moderate symptoms			
ds000214	Zanarini-6	1	Mild symptoms			
ds000214	Zanarini-6	4	Severe symptoms			
ds000214	Zanarini-7	0	No symptoms			
ds000214	Zanarini-7	4	Severe symptoms			
ds000214	Zanarini-7	1	Mild symptoms			
ds000214	Zanarini-7	2	Moderate symptoms			
ds000214	Zanarini-7	3	Serious symptoms			
ds000214	Zanarini-8	0	No symptoms			
ds000214	Zanarini-8	2	Moderate symptoms			
ds000214	Zanarini-8	3	Serious symptoms			
ds000214	Zanarini-8	1	Mild symptoms			
ds000214	Zanarini-9	0	No symptoms			
ds000214	Zanarini-9	1	Mild symptoms			
ds000214	Zanarini-9	3	Serious symptoms			
ds000214	Zanarini-9	2	Moderate symptoms			
ds000214	drug-3	n/a		True		
ds000214	drug-3	Fluoxetine 60mg				
ds000214	drug-3	Lofepramine 280mg				
ds000214	drug-3	Cipralex 20mg				
ds000214	drug-3	Venlafaxine 300mg				
ds000214	drug-3	Trazodone 450mg				
ds000214	drug-3	L-tryptophan 50mg				
ds000214	drug-3	Escitalopram 20mg				
ds000214	drug-3	Trazodone 300mg				
ds005089	sex	Male			snomed:248153007	Male
ds005089	sex	Female			snomed:248152002	Female
ds004015	attended_ch	right	participants were instructed to attend to the right story			
ds004015	attended_ch	left	participants were instructed to attend to the left story			
ds004015	gender	f			snomed:248152002	Female
ds004015	gender	m			snomed:248153007	Male
ds004015	orig_study	jaeger2020	Jaeger et al. 2020			
ds004015	orig_study	holtze2021	Holtze et al. 2021			
ds004015	first_bl	1				
ds004015	second_bl	3				
ds004015	second_bl	2				
ds004015	second_bl	4				
ds004015	third_bl	5				
ds004015	third_bl	4				
ds004015	third_bl	3				
ds004015	con_order	-				
ds004015	con_order	OBOB	block 2: omnidirectional, block 3: beamformer, block 4: omnidirectional, block 5: beamformer			
ds004015	con_order	BOBO	block 2: beamformer, block 3: omnidirectional, block 4: beamformer, block 5: omnidirectional			
ds001814	gender	M	male		snomed:248153007	Male
ds001814	gender	F	female		snomed:248152002	Female
ds001814	scanner	Trio	Siemens MAGNETOM Trio 3T			
ds001814	scanner	Prisma	Siemens MAGNETOM Prisma 3T			
ds001814	exclude	False				
ds001814	exclude	True				
ds001814	exclude_reason	n/a		True		
ds001814	exclude_reason	No variability	Showed no behavioral variability			
ds001814	exclude_reason	Misisng DICOMS	Corrupted fMRI acquisition			
ds001814	exclude_reason	Missing RT	Missing responses for more than 20% of trials			
ds001226	 sex	M				
ds001226	 sex	F				
ds001226	tumor location	none				
ds001226	tumor location	Frontal				
ds001226	tumor location	Parietal				
ds001226	tumor location	Temporal				
ds001226	tumor location	Skullbase				
ds001226	tumor location	Fronto-temporal				
ds001226	tumor location	Frontal skullbase				
ds001226	fmri TR	2100				
ds001226	fmri TR	2400				
ds001226	handedness	-1				
ds001226	handedness	1				
ds001226	handedness	-0.2				
ds001226	handedness	0.9				
ds001226	handedness	-0.16				
ds001226	handedness	-0.68				
ds001226	handedness	0.6				
ds001226	Marital status	Married				
ds001226	Marital status	Widow(er)				
ds001226	Marital status	Divorced				
ds001226	Marital status	Cohabiting				
ds001226	Education level (1-9)	2				
ds001226	Education level (1-9)	3				
ds001226	Education level (1-9)	8				
ds001226	Education level (1-9)	6				
ds001226	Education level (1-9)	4				
ds001226	Employment	Employed				
ds001226	Employment	Retired				
ds001226	Employment	Unemployed				
ds001226	Employment	Housewive/houseman				
ds001226	Employment	Sickleave				
ds001226	Sport frequency/week	0				
ds001226	Sport frequency/week	3				
ds001226	Sport frequency/week	2				
ds001226	Sport frequency/week	5				
ds001226	Sport frequency/week	1				
ds001226	Sport frequency/week	4				
ds001226	Sport frequency/week	7				
ds001226	Sport frequency/week	0.25				
ds001226	Sport frequency/week	6				
ds001226	Smoking	Yes				
ds001226	Smoking	Quitted				
ds001226	Smoking	Never				
ds001226	RTI_simple_accuracy	9				
ds001226	RTI_simple_accuracy	8				
ds001226	RTI_simple_accuracy	6				
ds001226	RTI_simple_accuracy	n/a		True		
ds001226	RTI_five_accuracy	8				
ds001226	RTI_five_accuracy	7				
ds001226	RTI_five_accuracy	n/a		True		
ds001226	RVP_falsealarms	2				
ds001226	RVP_falsealarms	3				
ds001226	RVP_falsealarms	0				
ds001226	RVP_falsealarms	10				
ds001226	RVP_falsealarms	1				
ds001226	RVP_falsealarms	5				
ds001226	RVP_falsealarms	n/a		True		
ds001226	RVP_falsealarms	18				
ds001226	SOC_prob_minmoves	5				
ds001226	SOC_prob_minmoves	9				
ds001226	SOC_prob_minmoves	8				
ds001226	SOC_prob_minmoves	3				
ds001226	SOC_prob_minmoves	10				
ds001226	SOC_prob_minmoves	7				
ds001226	SOC_prob_minmoves	6				
ds001226	SOC_prob_minmoves	n/a		True		
ds001226	SOC_meanmoves2	4				
ds001226	SOC_meanmoves2	2				
ds001226	SOC_meanmoves2	n/a		True		
ds001226	SOC_meanmoves3	3				
ds001226	SOC_meanmoves3	5.5				
ds001226	SOC_meanmoves3	3.5				
ds001226	SOC_meanmoves3	4				
ds001226	SOC_meanmoves3	5				
ds001226	SOC_meanmoves3	7				
ds001226	SOC_meanmoves3	n/a		True		
ds001226	SSP_spanlength	5				
ds001226	SSP_spanlength	6				
ds001226	SSP_spanlength	4				
ds001226	SSP_spanlength	7				
ds001226	SSP_spanlength	8				
ds001226	SSP_spanlength	3				
ds001226	SSP_spanlength	n/a		True		
ds006839	age	n/a		True		
ds006839	sex	n/a		True		
ds006839	handedness	n/a		True		
ds004134	sex	M	male		snomed:248153007	Male
ds004134	sex	F	female		snomed:248152002	Female
ds000168	sex	M			snomed:248153007	Male
ds000168	sex	F			snomed:248152002	Female
ds000168	age	19				
ds000168	age	18				
ds000168	age	n/a		True		
ds000168	age	20				
ds000168	age	21				
ds003521	age	20				
ds003521	age	18				
ds003521	age	19				
ds003521	age	21				
ds003521	sex	M			snomed:248153007	Male
ds003521	sex	F			snomed:248152002	Female
ds003521	group	control				
ds005126	sex	F			snomed:248152002	Female
ds005126	sex	M			snomed:248153007	Male
ds005126	Ishihara test	2				
ds005126	Ishihara test	1				
ds005126	Ishihara test	0				
ds005126	Ishihara test	4				
ds005126	Ishihara test	3				
ds005048	Gender	Male			snomed:248153007	Male
ds005048	Gender	Female			snomed:248152002	Female
ds005048	Group	Normal				
ds005048	Group	Mild AD				
ds005048	Group	-				
ds005048	Group	MCI				
ds005048	Group	Moderate AD				
ds002878	sex	M	male		snomed:248153007	Male
ds002878	group	soccer	actively playing soccer for at least 10 years 			
ds003711	age	22				
ds003711	age	21				
ds003711	age	23				
ds003711	age	19				
ds003711	age	27				
ds003711	age	20				
ds003711	age	18				
ds003711	age	28				
ds003711	age	24				
ds003711	sex	M			snomed:248153007	Male
ds003711	sex	F			snomed:248152002	Female
ds007162	age	n/a		True		
ds007162	sex	n/a		True		
ds007162	hand	n/a		True		
ds007162	weight	n/a		True		
ds007162	height	n/a		True		
ds003029	sex	n/a		True		
ds003029	sex	F	female		snomed:248152002	Female
ds003029	sex	M	male		snomed:248153007	Male
ds003029	hand	n/a		True		
ds003029	hand	R	right			
ds003029	hand	L	left			
ds003029	outcome	F	failed surgery; recurring seizures			
ds003029	outcome	NR	no resection/surgery			
ds003029	outcome	S	successful surgery; seizure freedom			
ds003029	engel_score	4.0				
ds003029	engel_score	-1.0				
ds003029	engel_score	1.0				
ds003029	engel_score	2.0				
ds003029	engel_score	3.0				
ds003029	ilae_score	6.0				
ds003029	ilae_score	-1.0				
ds003029	ilae_score	1.0				
ds003029	ilae_score	2.0				
ds003029	ilae_score	3.0				
ds003029	ilae_score	4.0				
ds003029	ilae_score	5.0				
ds003029	date_follow_up	n/a		True		
ds003029	date_follow_up	2020-02-14				
ds003029	ethnicity	n/a		True		
ds003029	ethnicity	0.0				
ds003029	ethnicity	2.0				
ds003029	ethnicity	1.0				
ds003029	years_follow_up	1.0				
ds003029	years_follow_up	3.0				
ds003029	years_follow_up	5.0				
ds003029	years_follow_up	2.0				
ds003029	years_follow_up	4.0				
ds003029	years_follow_up	7.0				
ds003029	site	JHH				
ds003029	site	NIH				
ds003029	site	UMF				
ds003029	site	UMMC				
ds003721	sex	Male	male		snomed:248153007	Male
ds003721	sex	Female	female		snomed:248152002	Female
ds003721	handedness	right	right			
ds003721	handedness	unknown	unknown			
ds003721	handedness	left	left			
ds002242	sex	24				
ds002242	sex	20				
ds002242	sex	26				
ds002242	sex	23				
ds002242	sex	22				
ds002242	sex	25				
ds002242	sex	27				
ds002242	sex	28				
ds002242	sex	21				
ds002242	sex	19				
ds002242	age	M 				
ds002242	age	F 				
ds005684	sex	F			snomed:248152002	Female
ds005684	sex	M			snomed:248153007	Male
ds005684	Ishihara test	2				
ds005684	Ishihara test	1				
ds005684	Ishihara test	0				
ds005684	Ishihara test	4				
ds005684	Ishihara test	3				
ds005857	age	n/a		True		
ds005857	sex	n/a		True		
ds005857	hand	n/a		True		
ds005857	weight	n/a		True		
ds005857	height	n/a		True		
ds004731	sex	M	Male		snomed:248153007	Male
ds004731	sex	F	Female		snomed:248152002	Female
ds006559	age	0				
ds006559	age	20				
ds006559	age	19				
ds006559	sex	n/a		True		
ds006559	sex	F			snomed:248152002	Female
ds006559	sex	M			snomed:248153007	Male
ds006559	group	control				
ds002655	sex	21				
ds002655	sex	23				
ds002655	sex	26				
ds002655	sex	24				
ds002655	sex	25				
ds002655	sex	22				
ds002655	sex	29				
ds002655	sex	19				
ds002655	sex	20				
ds002655	sex	31				
ds002655	sex	18				
ds002655	age	F 				
ds002655	age	M 				
ds000238	sex	M			snomed:248153007	Male
ds000238	sex	F			snomed:248152002	Female
ds000238	handedness	Right				
ds000238	design_order1	slow12				
ds000238	design_order1	slow10				
ds000238	design_order1	med8				
ds000238	design_order1	quick4n				
ds000238	design_order1	quick6				
ds000238	design_order2	med8				
ds000238	design_order2	slow12				
ds000238	design_order2	quick4n				
ds000238	design_order2	quick6				
ds000238	design_order2	slow10				
ds000238	design_order3	quick6				
ds000238	design_order3	med8				
ds000238	design_order3	slow10				
ds000238	design_order3	slow12				
ds000238	design_order3	quick4n				
ds000238	design_order4	quick4n				
ds000238	design_order4	quick6				
ds000238	design_order4	slow12				
ds000238	design_order4	slow10				
ds000238	design_order4	med8				
ds000238	design_order5	slow10				
ds000238	design_order5	quick4n				
ds000238	design_order5	quick6				
ds000238	design_order5	med8				
ds000238	design_order5	slow12				
ds003358	sex	M			snomed:248153007	Male
ds003358	sex	F			snomed:248152002	Female
ds003401	sex	M			snomed:248153007	Male
ds003401	sex	F			snomed:248152002	Female
ds003401	group	control				
ds005418	sex	M			snomed:248153007	Male
ds005418	sex	F			snomed:248152002	Female
ds004958	sex	M			snomed:248153007	Male
ds004958	sex	F			snomed:248152002	Female
ds004958	group	control				
ds007126	age	20				
ds007126	age	18				
ds007126	age	21				
ds007126	age	19				
ds007126	age	17				
ds007126	age	24				
ds007126	age	23				
ds007126	sex	F	female		snomed:248152002	Female
ds007126	sex	M	male		snomed:248153007	Male
ds007126	order	1				
ds007126	order	3				
ds007126	ACC_Gc_SD	0.92 				
