Dataset_id	participant_id	Rat_strain	Rat_sex	Rat_age	Rat_weight	Anesthesia_induction	Anesthesia_induction_dose	Anesthesia_maintenance	Anesthesia_maintenance_dose	Anesthesia_post_induction_time	Anesthesia_breathing_assistance	Anesthesia_breathing_rate	Anesthesia_temperature	MRI_vendor	MRI_field_strength	Anat_sequence	Anat_contrast	Anat_TR	Anat_TE	Func_sequence	Func_TR	Func_TE	Func_FA	Func_sensory_system	Func_sensory_stimulation
2002	sub-200205	Sprague Dawley	male	n/a	257-384	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25 / 0.015	90.0	free-breathing	50.0	35.5	Bruker	7.0	RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	hindpaw	electric
2002	sub-200206	Sprague Dawley	male	n/a	257-384	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25 / 0.015	90.0	free-breathing	50.0	35.5	Bruker	7.0	RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	hindpaw	electric
2002	sub-200207	Sprague Dawley	male	n/a	257-384	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25 / 0.015	90.0	free-breathing	50.0	35.5	Bruker	7.0	RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	hindpaw	electric
2002	sub-200208	Sprague Dawley	male	n/a	257-384	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25 / 0.015	90.0	free-breathing	50.0	35.5	Bruker	7.0	RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	hindpaw	electric
2002	sub-200209	Sprague Dawley	male	n/a	257-384	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25 / 0.015	90.0	free-breathing	50.0	35.5	Bruker	7.0	RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	hindpaw	electric
2003	sub-200300	Fischer 344	female	2-4	169	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	430.0	free-breathing	60.0	37.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200301	Fischer 344	female	2-4	183	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	340.0	free-breathing	60.0	37.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200302	Fischer 344	female	2-4	171	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	360.0	free-breathing	60.0	37.2	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200303	Fischer 344	female	2-4	167	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	350.0	free-breathing	50.0	37.2	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200304	Fischer 344	female	2-4	167	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	90.0	free-breathing	60.0	37.3	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200305	Fischer 344	female	2-4	188	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	190.0	free-breathing	70.0	37.6	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200306	Fischer 344	female	2-4	167	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	90.0	free-breathing	40.0	36.7	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200307	Fischer 344	female	2-4	184	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	150.0	free-breathing	40.0	36.8	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200308	Fischer 344	female	2-4	182	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	90.0	free-breathing	50.0	36.5	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2003	sub-200309	Fischer 344	female	2-4	166	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	70.0	free-breathing	60.0	37.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2004	sub-200400	Fischer 344	female	2-4	201	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	420.0	ventilated	50.0	36.9	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2004	sub-200401	Fischer 344	female	2-4	200	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	170.0	ventilated	50.0	36.1	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2004	sub-200402	Fischer 344	female	2-4	177	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	320.0	ventilated	50.0	36.9	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2004	sub-200403	Fischer 344	female	2-4	183	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	190.0	ventilated	50.0	36.7	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2004	sub-200404	Fischer 344	female	2-4	181	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	220.0	ventilated	50.0	36.8	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	electric
2004	sub-200405	Fischer 344	female	2-4	188	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	200.0	ventilated	50.0	36.7	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2004	sub-200406	Fischer 344	female	2-4	173	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	450.0	ventilated	50.0	37.4	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2004	sub-200407	Fischer 344	female	2-4	183	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	270.0	ventilated	50.0	37.5	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2004	sub-200408	Fischer 344	female	2-4	204	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	180.0	ventilated	50.0	36.1	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2004	sub-200409	Fischer 344	female	2-4	194	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	180.0	ventilated	50.0	37.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	electric
2005	sub-200500	Fischer 344	female	2-4	154	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	210.0	ventilated	50.0	36.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200501	Fischer 344	female	2-4	200	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	180.0	ventilated	50.0	36.6	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200502	Fischer 344	female	2-4	193	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	220.0	ventilated	50.0	37.1	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200503	Fischer 344	female	2-4	176	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	220.0	ventilated	50.0	37.4	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200504	Fischer 344	female	2-4	184	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	240.0	ventilated	50.0	37.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200505	Fischer 344	female	2-4	188	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	210.0	ventilated	50.0	37.0	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200506	Fischer 344	female	2-4	188	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	220.0	ventilated	50.0	37.4	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2005	sub-200507	Fischer 344	female	2-4	188	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	280.0	ventilated	50.0	36.5	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	optogenetic
2005	sub-200508	Fischer 344	female	2-4	175	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	350.0	ventilated	50.0	37.5	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	65	forepaw	optogenetic
2005	sub-200509	Fischer 344	female	2-4	204	isoflurane / medetomidine	5 / 0.04	isoflurane / medetomidine	1.35 / 0.05	390.0	ventilated	50.0	36.9	Bruker	9.4	RARE	T2	2.0	0.05	GE-EPI	1.0	0.018	60	forepaw	optogenetic
2006	sub-200600	Wistar	female	6-8	290	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	210.0	free-breathing	80.0	36.29	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200601	Wistar	female	6-8	300	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	160.0	free-breathing	80.0	36.77	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200602	Wistar	female	6-8	300	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	170.0	free-breathing	50.0	36.6	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200603	Wistar	female	6-8	300	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	180.0	free-breathing	80.0	36.6	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200604	Wistar	female	6-8	360	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	170.0	free-breathing	70.0	37.08	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200605	Wistar	female	6-8	420	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	100.0	free-breathing	110.0	37.06	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200606	Wistar	female	6-8	310	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	170.0	free-breathing	90.0	36.59	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200607	Wistar	female	6-8	330	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	140.0	free-breathing	110.0	37.29	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200608	Wistar	female	6-8	360	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	200.0	free-breathing	90.0	36.94	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2006	sub-200609	Wistar	female	6-8	305	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	160.0	free-breathing	110.0	37.47	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	forepaw	electric
2007	sub-200700	Sprague Dawley	female	4-6	280	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200701	Sprague Dawley	female	4-6	320	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200702	Sprague Dawley	female	4-6	300	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200703	Sprague Dawley	female	4-6	360	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200704	Sprague Dawley	female	4-6	330	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200705	Sprague Dawley	female	4-6	350	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200706	Sprague Dawley	female	4-6	350	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200707	Sprague Dawley	female	4-6	310	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200708	Sprague Dawley	female	4-6	310	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2007	sub-200709	Sprague Dawley	female	4-6	310	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	electric
2008	sub-200800	Sprague Dawley	female	4-6	340	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200801	Sprague Dawley	female	4-6	350	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200802	Sprague Dawley	female	4-6	330	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200803	Sprague Dawley	female	4-6	290	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200804	Sprague Dawley	female	4-6	310	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200805	Sprague Dawley	female	4-6	330	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200806	Sprague Dawley	female	4-6	340	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200807	Sprague Dawley	female	4-6	360	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200808	Sprague Dawley	female	4-6	330	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2008	sub-200809	Sprague Dawley	female	4-6	330	isoflurane / medetomidine	2 / 0.05	medetomidine	0.1	40.0	free-breathing	70.0	37.5	Bruker	9.4	RARE	T2	7.0	0.049	GE-EPI	2.0	0.015	60	forepaw	thermal
2009	sub-200900	Sprague Dawley	male	n/a	531	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	80.0	free-breathing	60.0	37.3	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200901	Sprague Dawley	male	n/a	322	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	60.0	free-breathing	50.0	37.1	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200902	Sprague Dawley	male	n/a	332	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	60.0	free-breathing	70.0	36.9	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200903	Sprague Dawley	male	n/a	323	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	50.0	free-breathing	90.0	37.2	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200904	Sprague Dawley	male	n/a	333	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	80.0	free-breathing	80.0	37.2	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200905	Sprague Dawley	male	n/a	541	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	80.0	free-breathing	60.0	37.4	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200906	Sprague Dawley	male	n/a	417	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	110.0	free-breathing	60.0	37.2	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200907	Sprague Dawley	male	n/a	435	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	60.0	free-breathing	70.0	36.9	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200908	Sprague Dawley	male	n/a	494	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	n/a	free-breathing	50.0	37.0	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2009	sub-200909	Sprague Dawley	male	n/a	483	isoflurane / alpha-chloralose	5 / 65	alpha-chloralose	30	n/a	free-breathing	n/a	n/a	Bruker	9.4	RARE	T2	5.2	0.04	GE-EPI	1.0	0.018	90	forepaw	electric
2010	sub-201000	Wistar	male	0-2	205	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201001	Wistar	male	0-2	190	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201002	Wistar	male	0-2	209	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201003	Wistar	male	0-2	210	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201004	Wistar	male	0-2	203	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201005	Wistar	male	0-2	198	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201006	Wistar	male	0-2	192	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201007	Wistar	male	0-2	191	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201008	Wistar	male	0-2	210	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	0.015	30	forepaw	electric
2010	sub-201009	Wistar	male	0-2	216	isoflurane	3	alpha-chloralose	80 (as an initial bolus), 26.7 (constant infusion)	n/a	n/a	37.0	n/a	Bruker	7.0	turboRARE	T2	4.6	0.03	GE-EPI	2.0	15.0	30	forepaw	electric
2011	sub-201100	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	100.0	free-breathing	80.0	37.3	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201101	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	120.0	free-breathing	80.0	37.4	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201102	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	90.0	free-breathing	80.0	37.5	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201103	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	110.0	free-breathing	70.0	37.6	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201104	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	90.0	free-breathing	90.0	37.7	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201105	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	100.0	free-breathing	90.0	37.3	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
